mode,frame_type,posterior_var_mode,noise_rate,beta,anchor_scale,seed,checkpoint,best_epoch,total_epochs,hit_epoch_cap,d_hat,kl_var,kl_total,consistency_check,trained_risk,trained_risk_mc,trained_objective,trained_objective_mc,delta_noise,comparator_risk,comparator_objective,L_hat_minus_L_comp,opt_fail,excess_d,beta_excess_d,noisy_label_acc,clean_class_acc,noisy_label_acc_mc,min_center_distance,mean_center_distance,mean_center_anchor_err,min_sigma_u,raw_ortho_dev,eta_dev,fail
population,fixed,paper,0.1,0.003,6.0,3,final,1,2001,0,13.915637,11.774611,25.690248,0.00e+00,0.605138,0.661991,0.682209,0.739062,3.400000,3.187217,3.197417,-2.458355,0,10.515637,0.031547,0.900000,1.000000,0.900000,1.220974,1.426757,4.583985,1.000000,0.000000,0.000000,
population,fixed,paper,0.1,0.001,6.0,3,best,1,2001,0,3.414015,0.000432,3.414447,0.00e+00,3.096938,3.098678,3.100353,3.102093,3.400000,3.187217,3.190617,-0.088525,0,0.014015,0.000014,0.900000,1.000000,0.900000,7.256563,7.299739,0.167352,1.000000,0.000000,0.000000,
population,fixed,paper,0.1,0.001,6.0,3,final,1,2001,0,14.389407,13.416214,27.805621,0.00e+00,0.580753,0.631055,0.608558,0.658860,3.400000,3.187217,3.190617,-2.531757,0,10.989407,0.010989,0.900000,1.000000,0.900000,1.114405,1.339932,4.686390,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,10,6.0,1,best,5177,7177,0,6.406444,0.000449,6.406893,0.00e+00,5.462398,5.487660,69.531326,69.556588,6.400000,5.597655,69.597655,-0.041068,0,0.006444,0.064436,0.800000,1.000000,0.800000,6.408266,6.437597,0.112335,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,10,6.0,1,final,5177,7177,0,6.407818,0.000118,6.407936,0.00e+00,5.443034,5.461478,69.522392,69.540835,6.400000,5.597655,69.597655,-0.056820,0,0.007818,0.078178,0.800000,1.000000,0.800000,6.408141,6.414694,0.124775,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,3,6.0,1,best,1,2001,0,6.407697,0.000425,6.408122,0.00e+00,5.447093,5.462815,24.671459,24.687180,6.400000,5.597655,24.797655,-0.110475,0,0.007697,0.023090,0.800000,1.000000,0.800000,6.390941,6.419549,0.123071,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,3,6.0,1,final,1,2001,0,6.481634,0.001157,6.482791,0.00e+00,5.090114,5.115856,24.538486,24.564228,6.400000,5.597655,24.797655,-0.233427,0,0.081634,0.244901,0.800000,1.000000,0.800000,5.976442,5.998827,0.403808,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,1,6.0,1,best,1,2001,0,6.409194,0.000505,6.409699,0.00e+00,5.431780,5.432718,11.841479,11.842417,6.400000,5.597655,11.997655,-0.155238,0,0.009194,0.009194,0.800000,1.000000,0.800000,6.372578,6.401503,0.134832,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,1,6.0,1,final,1,2001,0,7.003037,0.025355,7.028393,0.00e+00,4.213385,4.299245,11.241778,11.327638,6.400000,5.597655,11.997655,-0.670018,0,0.603037,0.603037,0.800000,1.000000,0.800000,4.892952,4.966127,1.097630,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.3,6.0,1,best,1,2001,0,6.410882,0.000548,6.411431,0.00e+00,5.416488,5.437332,7.339917,7.360761,6.400000,5.597655,7.517655,-0.156895,0,0.010882,0.003265,0.800000,1.000000,0.800000,6.354251,6.383483,0.146731,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.3,6.0,1,final,1,2001,0,9.030149,0.676851,9.707000,0.00e+00,2.702230,2.917432,5.614330,5.829532,6.400000,5.597655,7.517655,-1.688124,0,2.630149,0.789045,0.800000,1.000000,0.800000,3.128800,3.187259,2.293261,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.1,6.0,1,best,1,2001,0,6.412611,0.000579,6.413189,0.00e+00,5.402832,5.420644,6.044150,6.061963,6.400000,5.597655,6.237655,-0.175693,0,0.012611,0.001261,0.800000,1.000000,0.800000,6.333137,6.367399,0.157960,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.1,6.0,1,final,1,2001,0,11.658232,4.687151,16.345383,0.00e+00,1.510870,1.727333,3.145408,3.361872,6.400000,5.597655,6.237655,-2.875784,0,5.258232,0.525823,0.800000,1.000000,0.800000,1.659219,1.786197,3.242289,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.03,6.0,1,best,1,2001,0,6.414635,0.000677,6.415311,0.00e+00,5.387586,5.413105,5.580045,5.605565,6.400000,5.597655,5.789655,-0.184091,0,0.014635,0.000439,0.800000,1.000000,0.800000,6.311000,6.349443,0.170193,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.03,6.0,1,final,1,2001,0,13.254219,11.177201,24.431420,0.00e+00,1.034650,1.175029,1.767593,1.907972,6.400000,5.597655,5.789655,-3.881684,0,6.854219,0.205627,0.800000,1.000000,0.800000,1.063118,1.153616,3.702081,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.01,6.0,1,best,1,2001,0,6.416807,0.000717,6.417524,0.00e+00,5.372365,5.392408,5.436540,5.456584,6.400000,5.597655,5.661655,-0.205072,0,0.016807,0.000168,0.800000,1.000000,0.800000,6.288906,6.331521,0.182512,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.01,6.0,1,final,1,2001,0,14.205154,15.255979,29.461133,0.00e+00,0.971325,1.049899,1.265936,1.344510,6.400000,5.597655,5.661655,-4.317145,0,7.805154,0.078052,0.800000,1.000000,0.800000,0.933652,1.027580,3.950381,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.003,6.0,1,best,1,2001,0,6.419200,0.000770,6.419970,0.00e+00,5.357169,5.375381,5.376429,5.394641,6.400000,5.597655,5.616855,-0.222214,0,0.019200,0.000058,0.800000,1.000000,0.800000,6.266853,6.313633,0.195080,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.003,6.0,1,final,1,2001,0,15.262621,17.173389,32.436010,0.00e+00,0.954349,1.017037,1.051657,1.114345,6.400000,5.597655,5.616855,-4.502510,0,8.862621,0.026588,0.800000,1.000000,0.800000,0.900039,0.985579,4.209096,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.001,6.0,1,best,1,2001,0,6.421717,0.000767,6.422485,0.00e+00,5.341997,5.352822,5.348420,5.359244,6.400000,5.597655,5.604055,-0.244811,0,0.021717,0.000022,0.800000,1.000000,0.800000,6.244843,6.295778,0.207516,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.001,6.0,1,final,1,2001,0,15.997996,17.715530,33.713527,0.00e+00,0.952684,1.008972,0.986398,1.042686,6.400000,5.597655,5.604055,-4.561370,0,9.597996,0.009598,0.800000,1.000000,0.800000,0.889773,0.984316,4.379668,1.000000,0.000000,0.000000,
population,fixed,paper,0,10,6.0,1,best,1542,3542,0,0.000008,0.000000,0.000008,0.00e+00,-0.000000,0.000452,0.000084,0.000536,0.000000,0.000284,0.000284,0.000252,0,0.000008,0.000084,1.000000,1.000000,1.000000,8.481816,8.484240,0.003163,1.000000,0.000000,0.000000,
population,fixed,paper,0,10,6.0,1,final,1542,3542,0,0.000000,0.000000,0.000000,0.00e+00,-0.000000,0.000205,0.000001,0.000206,0.000000,0.000284,0.000284,-0.000078,0,0.000000,0.000000,1.000000,1.000000,1.000000,8.485088,8.485351,0.000273,1.000000,0.000000,0.000000,
population,fixed,paper,0,3,6.0,1,best,26,2026,0,0.000003,0.000001,0.000004,0.00e+00,-0.000000,0.000055,0.000012,0.000067,0.000000,0.000284,0.000284,-0.000217,0,0.000003,0.000009,1.000000,1.000000,1.000000,8.483511,8.484959,0.002367,1.000000,0.000000,0.000000,
population,fixed,paper,0,3,6.0,1,final,26,2026,0,0.000001,0.000001,0.000001,0.00e+00,-0.000000,0.000290,0.000004,0.000294,0.000000,0.000284,0.000284,0.000010,0,0.000001,0.000002,1.000000,1.000000,1.000000,8.484368,8.485408,0.001147,1.000000,0.000000,0.000000,
population,fixed,paper,0,1,6.0,1,best,86,2086,0,0.000001,0.000001,0.000001,0.00e+00,-0.000000,0.000088,0.000001,0.000089,0.000000,0.000284,0.000284,-0.000195,0,0.000001,0.000001,1.000000,1.000000,1.000000,8.482999,8.484918,0.000943,1.000000,0.000000,0.000000,
population,fixed,paper,0,1,6.0,1,final,86,2086,0,0.000002,0.000001,0.000003,0.00e+00,-0.000000,0.000179,0.000003,0.000182,0.000000,0.000284,0.000284,-0.000102,0,0.000002,0.000002,1.000000,1.000000,1.000000,8.481195,8.484798,0.001488,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.3,6.0,1,best,28,2028,0,0.000004,0.000001,0.000005,0.00e+00,-0.000000,0.000344,0.000002,0.000345,0.000000,0.000284,0.000284,0.000061,0,0.000004,0.000001,1.000000,1.000000,1.000000,8.483738,8.486456,0.002746,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.3,6.0,1,final,28,2028,0,0.000007,0.000339,0.000345,0.00e+00,-0.000000,0.000020,0.000104,0.000124,0.000000,0.000284,0.000284,-0.000160,0,0.000007,0.000002,1.000000,1.000000,1.000000,8.479589,8.485172,0.002823,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.1,6.0,1,best,15,2015,0,0.000010,0.000002,0.000011,0.00e+00,-0.000000,0.000104,0.000001,0.000105,0.000000,0.000284,0.000284,-0.000179,0,0.000010,0.000001,1.000000,1.000000,1.000000,8.478991,8.484281,0.004277,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.1,6.0,1,final,15,2015,0,0.001681,0.002958,0.004639,0.00e+00,-0.000000,0.000288,0.000464,0.000752,0.000000,0.000284,0.000284,0.000468,0,0.001681,0.000168,1.000000,1.000000,1.000000,8.483191,8.520651,0.037991,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.03,6.0,1,best,42,2042,0,0.000001,0.000001,0.000002,0.00e+00,-0.000000,0.000056,0.000000,0.000056,0.000000,0.000284,0.000284,-0.000228,0,0.000001,0.000000,1.000000,1.000000,1.000000,8.484107,8.485417,0.001531,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.03,6.0,1,final,42,2042,0,0.004288,0.004277,0.008565,0.00e+00,-0.000000,0.000177,0.000257,0.000434,0.000000,0.000284,0.000284,0.000150,0,0.004288,0.000129,1.000000,1.000000,1.000000,8.484804,8.531834,0.045002,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.01,6.0,1,best,440,2440,0,0.000086,0.000259,0.000346,0.00e+00,-0.000000,0.000307,0.000003,0.000310,0.000000,0.000284,0.000284,0.000026,0,0.000086,0.000001,1.000000,1.000000,1.000000,8.482260,8.491318,0.007360,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.01,6.0,1,final,440,2440,0,0.005270,0.009119,0.014389,0.00e+00,-0.000000,0.000451,0.000144,0.000594,0.000000,0.000284,0.000284,0.000310,0,0.005270,0.000053,1.000000,1.000000,1.000000,8.483974,8.575773,0.080344,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.003,6.0,1,best,1,2001,0,0.000098,0.000179,0.000277,0.00e+00,-0.000000,0.000211,0.000001,0.000212,0.000000,0.000284,0.000284,-0.000072,0,0.000098,0.000000,1.000000,1.000000,1.000000,8.473104,8.484938,0.013647,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.003,6.0,1,final,1,2001,0,0.023038,0.010410,0.033448,0.00e+00,-0.000000,0.000079,0.000100,0.000179,0.000000,0.000284,0.000284,-0.000105,0,0.023038,0.000069,1.000000,1.000000,1.000000,8.487032,8.640309,0.145947,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.001,6.0,1,best,24,2024,0,0.000012,0.000009,0.000021,0.00e+00,-0.000000,0.000205,0.000000,0.000205,0.000000,0.000284,0.000284,-0.000079,0,0.000012,0.000000,1.000000,1.000000,1.000000,8.482289,8.485990,0.004462,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.001,6.0,1,final,24,2024,0,0.057518,0.017271,0.074789,0.00e+00,-0.000000,0.000041,0.000075,0.000116,0.000000,0.000284,0.000284,-0.000168,0,0.057518,0.000058,1.000000,1.000000,1.000000,8.473190,8.755523,0.297813,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,10,6.0,1,best,4145,6145,0,11.217619,0.002396,11.220014,0.00e+00,7.531920,7.817958,119.732065,120.018103,11.200000,8.191259,120.191259,-0.173156,0,0.017619,0.176189,0.600000,1.000000,0.600000,4.396025,4.438372,0.186932,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,10,6.0,1,final,4145,6145,0,11.221159,0.001566,11.222725,0.00e+00,7.487824,7.780978,119.715076,120.008230,11.200000,8.191259,120.191259,-0.183030,0,0.021159,0.211590,0.600000,1.000000,0.600000,4.366188,4.412382,0.204312,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,3,6.0,1,best,1,2001,0,11.219454,0.002187,11.221640,0.00e+00,7.506532,7.811152,41.171453,41.476074,11.200000,8.191259,41.791259,-0.315186,0,0.019454,0.058361,0.600000,1.000000,0.600000,4.380666,4.423410,0.196606,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,3,6.0,1,final,1,2001,0,11.370588,0.028185,11.398774,0.00e+00,6.529765,6.931827,40.726086,41.128148,11.200000,8.191259,41.791259,-0.663112,0,0.170588,0.511765,0.600000,1.000000,0.600000,3.777041,3.848259,0.582936,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,1,6.0,1,best,1,2001,0,11.221079,0.002126,11.223205,0.00e+00,7.486459,7.744212,18.709664,18.967417,11.200000,8.191259,19.391259,-0.423842,0,0.021079,0.021079,0.600000,1.000000,0.600000,4.365348,4.411588,0.204834,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,1,6.0,1,final,1,2001,0,11.995043,0.331584,12.326626,0.00e+00,4.817134,5.473204,17.143761,17.799830,11.200000,8.191259,19.391259,-1.591429,0,0.795043,0.795043,0.600000,1.000000,0.600000,2.731158,2.839771,1.260451,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,0.3,6.0,1,best,1,2001,0,11.222743,0.002289,11.225032,0.00e+00,7.467052,7.741284,10.834561,11.108794,11.200000,8.191259,11.551259,-0.442466,0,0.022743,0.006823,0.600000,1.000000,0.600000,4.349404,4.400160,0.212824,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,0.3,6.0,1,final,1,2001,0,13.305142,2.936450,16.241592,0.00e+00,2.823969,3.458408,7.696447,8.330886,11.200000,8.191259,11.551259,-3.220374,0,2.105142,0.631543,0.600000,1.000000,0.600000,1.583227,1.663876,2.051366,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,0.1,6.0,1,best,1,2001,0,11.224621,0.002407,11.227027,0.00e+00,7.445441,7.731580,8.568144,8.854282,11.200000,8.191259,9.311259,-0.456977,0,0.024621,0.002462,0.600000,1.000000,0.600000,4.333466,4.387442,0.221283,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,0.1,6.0,1,final,1,2001,0,14.438776,8.940854,23.379630,0.00e+00,1.741383,2.161534,4.079346,4.499497,11.200000,8.191259,9.311259,-4.811762,0,3.238776,0.323878,0.600000,1.000000,0.600000,0.847358,0.944032,2.544756,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,0.03,6.0,1,best,1,2001,0,11.226904,0.002562,11.229465,0.00e+00,7.420458,7.737539,7.757342,8.074423,11.200000,8.191259,8.527259,-0.452837,0,0.026904,0.000807,0.600000,1.000000,0.600000,4.316892,4.372727,0.231361,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,0.03,6.0,1,final,1,2001,0,14.900625,15.385225,30.285851,0.00e+00,1.576567,1.732699,2.485142,2.641274,11.200000,8.191259,8.527259,-5.885985,0,3.700625,0.111019,0.600000,1.000000,0.600000,0.684015,0.745641,2.720454,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,0.01,6.0,1,best,1,2001,0,11.228947,0.002658,11.231604,0.00e+00,7.398297,7.696603,7.510613,7.808919,11.200000,8.191259,8.303259,-0.494341,0,0.028947,0.000289,0.600000,1.000000,0.600000,4.300997,4.359683,0.239946,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,0.01,6.0,1,final,1,2001,0,15.767267,19.727339,35.494606,0.00e+00,1.559295,1.631802,1.914241,1.986748,11.200000,8.191259,8.303259,-6.316512,0,4.567267,0.045673,0.600000,1.000000,0.600000,0.626740,0.694435,3.021436,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,0.003,6.0,1,best,1,2001,0,11.230946,0.002739,11.233684,0.00e+00,7.378198,7.690051,7.411899,7.723752,11.200000,8.191259,8.224859,-0.501108,0,0.030946,0.000093,0.600000,1.000000,0.600000,4.287980,4.347862,0.247986,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,0.003,6.0,1,final,1,2001,0,17.290882,21.976933,39.267815,0.00e+00,1.556090,1.604263,1.673893,1.722067,11.200000,8.191259,8.224859,-6.502793,0,6.090882,0.018273,0.600000,1.000000,0.600000,0.616845,0.692052,3.488379,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,0.001,6.0,1,best,1,2001,0,11.233480,0.002904,11.236385,0.00e+00,7.353370,7.650159,7.364606,7.661395,11.200000,8.191259,8.202459,-0.541064,0,0.033480,0.000033,0.600000,1.000000,0.600000,4.272151,4.333252,0.257918,1.000000,0.000000,0.000000,
population,fixed,paper,0.4,0.001,6.0,1,final,1,2001,0,18.256783,22.685467,40.942249,0.00e+00,1.554885,1.596358,1.595827,1.637301,11.200000,8.191259,8.202459,-6.565159,0,7.056783,0.007057,0.600000,1.000000,0.600000,0.620243,0.700560,3.754368,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,10,6.0,3,best,1621,3621,0,6.407003,0.000357,6.407360,0.00e+00,5.450879,5.461406,69.524474,69.535001,6.400000,5.597655,69.597655,-0.062654,0,0.007003,0.070029,0.800000,1.000000,0.800000,6.413557,6.423932,0.118247,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,10,6.0,3,final,1621,3621,0,6.407805,0.000104,6.407909,0.00e+00,5.442037,5.448582,69.521132,69.527677,6.400000,5.597655,69.597655,-0.069979,0,0.007805,0.078054,0.800000,1.000000,0.800000,6.410494,6.413502,0.124925,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,3,6.0,3,best,1,2001,0,6.408473,0.000394,6.408867,0.00e+00,5.435867,5.455673,24.662468,24.682275,6.400000,5.597655,24.797655,-0.115381,0,0.008473,0.025419,0.800000,1.000000,0.800000,6.393576,6.406242,0.130096,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,3,6.0,3,final,1,2001,0,6.476920,0.001378,6.478298,0.00e+00,5.108531,5.138106,24.543425,24.573000,6.400000,5.597655,24.797655,-0.224655,0,0.076920,0.230759,0.800000,1.000000,0.800000,5.973169,6.020697,0.391320,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,1,6.0,3,best,1,2001,0,6.410104,0.000351,6.410454,0.00e+00,5.420879,5.426522,11.831334,11.836976,6.400000,5.597655,11.997655,-0.160679,0,0.010104,0.010104,0.800000,1.000000,0.800000,6.373643,6.388586,0.142081,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,1,6.0,3,final,1,2001,0,6.976543,0.028865,7.005409,0.00e+00,4.245143,4.325065,11.250552,11.330474,6.400000,5.597655,11.997655,-0.667181,0,0.576543,0.576543,0.800000,1.000000,0.800000,4.920422,5.003535,1.072706,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.3,6.0,3,best,1,2001,0,6.411902,0.000359,6.412261,0.00e+00,5.405916,5.420421,7.329595,7.344099,6.400000,5.597655,7.517655,-0.173556,0,0.011902,0.003571,0.800000,1.000000,0.800000,6.353761,6.370966,0.154211,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.3,6.0,3,final,1,2001,0,9.052407,0.691436,9.743843,0.00e+00,2.690443,2.896020,5.613596,5.819173,6.400000,5.597655,7.517655,-1.698482,0,2.652407,0.795722,0.800000,1.000000,0.800000,3.069028,3.173836,2.302551,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.1,6.0,3,best,1,2001,0,6.413847,0.000373,6.414221,0.00e+00,5.390977,5.402487,6.032399,6.043909,6.400000,5.597655,6.237655,-0.193746,0,0.013847,0.001385,0.800000,1.000000,0.800000,6.333926,6.353381,0.166350,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.1,6.0,3,final,1,2001,0,11.667097,4.708530,16.375627,0.00e+00,1.507978,1.720439,3.145540,3.358001,6.400000,5.597655,6.237655,-2.879654,0,5.267097,0.526710,0.800000,1.000000,0.800000,1.646151,1.783760,3.245131,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.03,6.0,3,best,1,2001,0,6.415961,0.000322,6.416283,0.00e+00,5.376063,5.391397,5.568551,5.583885,6.400000,5.597655,5.789655,-0.205770,0,0.015961,0.000479,0.800000,1.000000,0.800000,6.314140,6.335830,0.178611,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.03,6.0,3,final,1,2001,0,13.239713,11.245217,24.484930,0.00e+00,1.042214,1.171792,1.776761,1.906340,6.400000,5.597655,5.789655,-3.883316,0,6.839713,0.205191,0.800000,1.000000,0.800000,1.058618,1.168557,3.698331,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.01,6.0,3,best,1,2001,0,6.418233,0.000307,6.418540,0.00e+00,5.361173,5.375586,5.425358,5.439771,6.400000,5.597655,5.661655,-0.221884,0,0.018233,0.000182,0.800000,1.000000,0.800000,6.294403,6.318315,0.190867,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.01,6.0,3,final,1,2001,0,14.451398,15.320366,29.771764,0.00e+00,0.966930,1.049547,1.264648,1.347264,6.400000,5.597655,5.661655,-4.314391,0,8.051398,0.080514,0.800000,1.000000,0.800000,0.908056,1.015802,4.012113,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.003,6.0,3,best,1,2001,0,6.420704,0.000339,6.421043,0.00e+00,5.346307,5.362554,5.365570,5.381817,6.400000,5.597655,5.616855,-0.235038,0,0.020704,0.000062,0.800000,1.000000,0.800000,6.274715,6.300833,0.203372,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.003,6.0,3,final,1,2001,0,16.095778,17.467115,33.562893,0.00e+00,0.958354,1.013947,1.059043,1.114636,6.400000,5.597655,5.616855,-4.502219,0,9.695778,0.029087,0.800000,1.000000,0.800000,0.881346,1.005102,4.401938,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.001,6.0,3,best,1,2001,0,6.423299,0.000351,6.423650,0.00e+00,5.331465,5.348770,5.337888,5.355194,6.400000,5.597655,5.604055,-0.248861,0,0.023299,0.000023,0.800000,1.000000,0.800000,6.255077,6.283387,0.215744,1.000000,0.000000,0.000000,
population,fixed,paper,0.2,0.001,6.0,3,final,1,2001,0,16.871677,18.587856,35.459534,0.00e+00,0.952882,1.000826,0.988341,1.036285,6.400000,5.597655,5.604055,-4.567770,0,10.471677,0.010472,0.800000,1.000000,0.800000,0.869356,0.995074,4.574666,1.000000,0.000000,0.000000,
population,fixed,paper,0,10,6.0,2,best,1554,3554,0,0.000007,0.000000,0.000007,0.00e+00,-0.000000,0.000341,0.000069,0.000409,0.000000,0.000284,0.000284,0.000125,0,0.000007,0.000069,1.000000,1.000000,1.000000,8.482074,8.484191,0.002912,1.000000,0.000000,0.000000,
population,fixed,paper,0,10,6.0,2,final,1554,3554,0,0.000000,-0.000000,-0.000000,0.00e+00,-0.000000,0.000146,-0.000000,0.000146,0.000000,0.000284,0.000284,-0.000138,0,0.000000,0.000000,1.000000,1.000000,1.000000,8.485278,8.485285,0.000005,1.000000,0.000000,0.000000,
population,fixed,paper,0,3,6.0,2,best,17,2017,0,0.000005,0.000002,0.000007,0.00e+00,-0.000000,0.000247,0.000020,0.000267,0.000000,0.000284,0.000284,-0.000017,0,0.000005,0.000015,1.000000,1.000000,1.000000,8.482550,8.484916,0.003079,1.000000,0.000000,0.000000,
population,fixed,paper,0,3,6.0,2,final,17,2017,0,0.002983,0.000752,0.003735,0.00e+00,-0.000000,0.000078,0.011205,0.011283,0.000000,0.000284,0.000284,0.010999,0,0.002983,0.008948,1.000000,1.000000,1.000000,8.472720,8.514663,0.049304,1.000000,0.000000,0.000000,
population,fixed,paper,0,1,6.0,2,best,84,2084,0,0.000005,0.000049,0.000053,0.00e+00,-0.000000,0.000341,0.000053,0.000394,0.000000,0.000284,0.000284,0.000110,0,0.000005,0.000005,1.000000,1.000000,1.000000,8.484872,8.486245,0.001294,1.000000,0.000000,0.000000,
population,fixed,paper,0,1,6.0,2,final,84,2084,0,0.000000,-0.000000,-0.000000,0.00e+00,-0.000000,0.000399,-0.000000,0.000399,0.000000,0.000284,0.000284,0.000115,0,0.000000,0.000000,1.000000,1.000000,1.000000,8.485216,8.485295,0.000099,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.3,6.0,2,best,26,2026,0,0.000004,0.000002,0.000006,0.00e+00,-0.000000,0.000140,0.000002,0.000141,0.000000,0.000284,0.000284,-0.000143,0,0.000004,0.000001,1.000000,1.000000,1.000000,8.483134,8.485453,0.002729,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.3,6.0,2,final,26,2026,0,0.000006,0.000456,0.000462,0.00e+00,-0.000000,0.000245,0.000138,0.000384,0.000000,0.000284,0.000284,0.000100,0,0.000006,0.000002,1.000000,1.000000,1.000000,8.484634,8.486437,0.002443,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.1,6.0,2,best,38,2038,0,0.000001,0.000000,0.000001,0.00e+00,-0.000000,0.000227,0.000000,0.000227,0.000000,0.000284,0.000284,-0.000057,0,0.000001,0.000000,1.000000,1.000000,1.000000,8.484217,8.485359,0.001421,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.1,6.0,2,final,38,2038,0,0.001345,0.002034,0.003379,0.00e+00,-0.000000,0.000124,0.000338,0.000462,0.000000,0.000284,0.000284,0.000178,0,0.001345,0.000135,1.000000,1.000000,1.000000,8.470453,8.503465,0.025127,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.03,6.0,2,best,1189,3189,0,0.000002,0.000282,0.000284,0.00e+00,-0.000000,0.000167,0.000009,0.000175,0.000000,0.000284,0.000284,-0.000109,0,0.000002,0.000000,1.000000,1.000000,1.000000,8.483553,8.485947,0.001815,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.03,6.0,2,final,1189,3189,0,0.016103,0.004124,0.020228,0.00e+00,-0.000000,0.000038,0.000607,0.000644,0.000000,0.000284,0.000284,0.000360,0,0.016103,0.000483,1.000000,1.000000,1.000000,8.455693,8.548233,0.118639,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.01,6.0,2,best,15,2015,0,0.000014,0.000067,0.000081,0.00e+00,-0.000000,0.000267,0.000001,0.000268,0.000000,0.000284,0.000284,-0.000016,0,0.000014,0.000000,1.000000,1.000000,1.000000,8.481298,8.485328,0.004925,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.01,6.0,2,final,15,2015,0,0.006920,0.005859,0.012779,0.00e+00,-0.000000,0.000102,0.000128,0.000230,0.000000,0.000284,0.000284,-0.000054,0,0.006920,0.000069,1.000000,1.000000,1.000000,8.483468,8.561173,0.069578,1.000000,0.000000,0.000000,
population,fixed,paper,0,0.003,6.0,2,best,3,2003,0,0.000064,0.000029,0.000093,0.00e+00,-0.000000,0.000152,0.000000,0.000152,0.000000,0.000284,0.000284,-0.000132,0,0.000064,0.000000,1.000000,1.000000,1.000000,8.477660,8.487186,0.010909,1.000000,0.000000,0.000000,
