seed,noise_rate,beta,frame_type,posterior_var_mode,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9
0,0.4,1,fixed,fixed,"[2.2456374168395996, 0.9965360164642334, 0.9929227232933044, 0.9947471618652344, 0.9972314238548279, 0.9979080557823181, 0.9972018003463745, 0.996432363986969, 1.0024008750915527, 1.0006531476974487]","[1.0057216882705688, 2.171515703201294, 1.0048868656158447, 1.002402663230896, 1.0035303831100464, 1.0067973136901855, 1.0059940814971924, 1.0035237073898315, 1.003738284111023, 1.0048930644989014]","[0.9986489415168762, 0.9979487061500549, 2.2493221759796143, 0.9961398839950562, 0.9973437190055847, 0.9938645362854004, 0.9986563920974731, 0.9972499012947083, 0.997502326965332, 0.9951716065406799]","[0.9940901398658752, 1.0020220279693604, 0.9922391772270203, 2.2620108127593994, 1.0009089708328247, 0.9937335848808289, 0.994814932346344, 0.9939593076705933, 0.9958746433258057, 0.9942864775657654]","[0.9982278943061829, 0.9979121685028076, 0.9972221851348877, 0.9935281872749329, 2.2576487064361572, 0.9962982535362244, 0.9959057569503784, 0.995292067527771, 0.996672511100769, 0.9942076802253723]","[1.0001201629638672, 1.002632737159729, 0.9965298175811768, 1.000777244567871, 1.0015815496444702, 2.2120747566223145, 0.9998894929885864, 0.9973797798156738, 1.0078402757644653, 0.9989807605743408]","[0.997187077999115, 0.9999103546142578, 0.9957115650177002, 0.9965221285820007, 1.0008972883224487, 1.0035547018051147, 2.22594952583313, 1.000649094581604, 1.0013715028762817, 0.997453510761261]","[0.9967470169067383, 0.9991716146469116, 0.9960852861404419, 1.0039159059524536, 1.0049540996551514, 0.9995126128196716, 0.9992384314537048, 2.2219362258911133, 0.9990912675857544, 0.9981740713119507]","[0.9990108013153076, 1.0027655363082886, 0.997693657875061, 1.0000931024551392, 0.9981136322021484, 0.9990947246551514, 1.0024538040161133, 0.9997599720954895, 2.2222230434417725, 0.9973868131637573]","[0.9943783283233643, 0.9986631274223328, 0.9939058423042297, 0.9934772253036499, 0.9962143301963806, 0.9956985712051392, 0.999032199382782, 0.9961296916007996, 0.9993201494216919, 2.2560064792633057]"
0,0.4,0.3,fixed,fixed,"[2.250439167022705, 0.9953930377960205, 0.9924960732460022, 0.9936261177062988, 0.9972411394119263, 0.9980254769325256, 0.9984282851219177, 0.9945812821388245, 1.0011688470840454, 1.0009607076644897]","[1.0019813776016235, 2.187612295150757, 1.0034352540969849, 1.0002927780151367, 1.0026981830596924, 1.0066139698028564, 1.0059623718261719, 1.000830054283142, 1.0010876655578613, 1.0042996406555176]","[0.9952197074890137, 0.9962605834007263, 2.266857385635376, 0.9945645928382874, 0.9955023527145386, 0.99258953332901, 0.9987585544586182, 0.994608998298645, 0.9953070878982544, 0.9944678544998169]","[0.9910593032836914, 1.0005061626434326, 0.9911407828330994, 2.275341033935547, 0.9998593926429749, 0.993621826171875, 0.9947791695594788, 0.991828203201294, 0.9939117431640625, 0.9937046766281128]","[0.9951733350753784, 0.9967379570007324, 0.9960922598838806, 0.9916537404060364, 2.2743875980377197, 0.9953950047492981, 0.9946610331535339, 0.9931893348693848, 0.9944670796394348, 0.9933796525001526]","[0.9965854287147522, 1.0010809898376465, 0.9947516918182373, 0.9988489747047424, 0.9996110796928406, 2.2332236766815186, 0.9998499751091003, 0.9936622977256775, 1.0048346519470215, 0.9978683590888977]","[0.9932637810707092, 0.9978193640708923, 0.993833601474762, 0.993652880191803, 0.9990839958190918, 1.0020266771316528, 2.249532699584961, 0.9983752965927124, 0.9985595941543579, 0.9960508942604065]","[0.9940934181213379, 0.9977599382400513, 0.9944443106651306, 1.003318190574646, 1.0044560432434082, 0.9986734986305237, 0.9996795058250427, 2.2331290245056152, 0.9972937107086182, 0.9974994659423828]","[0.996350884437561, 1.0009539127349854, 0.9971285462379456, 0.9987105131149292, 0.9971142411231995, 0.9984254837036133, 1.0019906759262085, 0.997734546661377, 2.234870433807373, 0.9968315958976746]","[0.9899895191192627, 0.9963487386703491, 0.9919184446334839, 0.9908841848373413, 0.9944269061088562, 0.9945560097694397, 0.9981815218925476, 0.9932423233985901, 0.9963902831077576, 2.2802443504333496]"
0,0.4,0.1,fixed,fixed,"[2.266573429107666, 0.9939209222793579, 0.9905093908309937, 0.9898777604103088, 0.9961012601852417, 0.9975874423980713, 0.9981819987297058, 0.9927036762237549, 0.9998185038566589, 0.9994402527809143]","[0.9996592402458191, 2.2072160243988037, 1.0010192394256592, 0.9960271716117859, 1.0013116598129272, 1.0059051513671875, 1.0060274600982666, 0.9987053871154785, 0.9989161491394043, 1.0024737119674683]","[0.9934816360473633, 0.9950760006904602, 2.280441999435425, 0.9912902116775513, 0.9941921830177307, 0.9919089674949646, 0.9993476271629333, 0.9930276870727539, 0.9944299459457397, 0.9929262399673462]","[0.9924325942993164, 1.0031275749206543, 0.9929263591766357, 2.2520976066589355, 1.0008230209350586, 0.9964929819107056, 0.9998778700828552, 0.9934707283973694, 0.9961484670639038, 0.9954072833061218]","[0.9940932393074036, 0.9962151050567627, 0.9943849444389343, 0.9876106381416321, 2.288815498352051, 0.9947892427444458, 0.9945710301399231, 0.9920406341552734, 0.9931262135505676, 0.9917062520980835]","[0.9947866797447205, 1.0001404285430908, 0.9923557043075562, 0.9942429661750793, 0.9974352121353149, 2.2553324699401855, 0.9995805621147156, 0.9908623695373535, 1.0026551485061646, 0.9958699941635132]","[0.9913978576660156, 0.9963617324829102, 0.9913602471351624, 0.9894223809242249, 0.9970853328704834, 1.0003077983856201, 2.2719733715057373, 0.9970351457595825, 0.9965940117835999, 0.9937847852706909]","[0.9921395182609558, 0.9964874386787415, 0.9917140007019043, 0.9995682835578918, 1.0032768249511719, 0.997811496257782, 1.000036597251892, 2.2501986026763916, 0.9958460927009583, 0.9954671263694763]","[0.99477219581604, 0.9992935657501221, 0.9954820871353149, 0.9953927397727966, 0.9954458475112915, 0.9968984127044678, 1.0016876459121704, 0.9961612224578857, 2.2523255348205566, 0.9949290156364441]","[0.9880285859107971, 0.9950551390647888, 0.9897230863571167, 0.9865533709526062, 0.9928423166275024, 0.9943296313285828, 0.9981140494346619, 0.9916784763336182, 0.9946940541267395, 2.29797101020813]"
0,0.4,0.03,fixed,fixed,"[2.2893402576446533, 0.9915351867675781, 0.9878818392753601, 0.9890466928482056, 0.9939295053482056, 0.9962294101715088, 0.9944195747375488, 0.9906282424926758, 0.9976129531860352, 0.997124195098877]","[0.9985860586166382, 2.22454833984375, 0.9987139701843262, 0.9958483576774597, 0.9996449947357178, 1.0055904388427734, 1.001839280128479, 0.9971345067024231, 0.9966434240341187, 1.0006035566329956]","[0.9926289319992065, 0.9939895868301392, 2.293093204498291, 0.9920750260353088, 0.9920211434364319, 0.9910073280334473, 0.9963570833206177, 0.9920065999031067, 0.9931089282035828, 0.9914471507072449]","[0.9916026592254639, 1.0013465881347656, 0.9906091094017029, 2.2719476222991943, 0.9985737800598145, 0.9958833456039429, 0.9958664178848267, 0.9920926094055176, 0.9941940307617188, 0.9931823015213013]","[0.994321882724762, 0.995589554309845, 0.9928500652313232, 0.98724365234375, 2.3002302646636963, 0.9942064881324768, 0.9912486672401428, 0.9915047883987427, 0.9917433261871338, 0.9900504350662231]","[0.9940743446350098, 0.9988752603530884, 0.9899098873138428, 0.9930411577224731, 0.9948206543922424, 2.2771644592285156, 0.9958898425102234, 0.9884580969810486, 1.000213861465454, 0.9936671853065491]","[0.9946396946907043, 0.997672438621521, 0.9923195242881775, 0.9943668246269226, 0.9982656240463257, 1.00223708152771, 2.25113844871521, 0.9995579719543457, 0.9977726936340332, 0.9944747090339661]","[0.9910886287689209, 0.9947066903114319, 0.9887503981590271, 0.9990183711051941, 1.0014710426330566, 0.9963753819465637, 0.996806800365448, 2.2699854373931885, 0.9939486980438232, 0.9930465817451477]","[0.9944189786911011, 0.997450053691864, 0.9939225912094116, 0.9951685070991516, 0.9934757947921753, 0.9959659576416016, 0.9978101253509521, 0.9951182007789612, 2.268005847930908, 0.9929608106613159]","[0.9872212409973145, 0.9935041666030884, 0.9875450134277344, 0.9863433241844177, 0.9908837676048279, 0.9937179088592529, 0.9947452545166016, 0.9905726909637451, 0.9928010106086731, 2.313753128051758]"
0,0.4,0.01,fixed,fixed,"[2.3063364028930664, 0.9880123138427734, 0.9865178465843201, 0.9880318641662598, 0.9926735758781433, 0.9953157305717468, 0.995093047618866, 0.9872795343399048, 0.9960559606552124, 0.9950582385063171]","[0.9984301328659058, 2.2144103050231934, 0.9994096159934998, 0.9992012977600098, 1.0002224445343018, 1.0075459480285645, 1.0055286884307861, 0.9954482316970825, 0.9970241189002991, 1.001063585281372]","[0.9905421733856201, 0.990980327129364, 2.31176495552063, 0.9912102222442627, 0.9899550676345825, 0.989736795425415, 0.9966688752174377, 0.9886894226074219, 0.9916229248046875, 0.98940509557724]","[0.9899552464485168, 0.9973132014274597, 0.9891605377197266, 2.2912814617156982, 0.9968460202217102, 0.9953214526176453, 0.9963823556900024, 0.9884103536605835, 0.9924933910369873, 0.990813136100769]","[0.9934868216514587, 0.9926636815071106, 0.9919382333755493, 0.98627769947052, 2.315305709838867, 0.9934274554252625, 0.9910671710968018, 0.9886690378189087, 0.9903684258460999, 0.9880041480064392]","[0.9924898147583008, 0.9954644441604614, 0.9882785677909851, 0.9914517998695374, 0.9926751852035522, 2.298872232437134, 0.9966723322868347, 0.9842008948326111, 0.9979739189147949, 0.9912653565406799]","[0.9927306771278381, 0.9940981864929199, 0.9903521537780762, 0.9928768873214722, 0.9960356950759888, 1.00052809715271, 2.276545286178589, 0.995559573173523, 0.9954838752746582, 0.9915477633476257]","[0.9912965893745422, 0.993809700012207, 0.989077091217041, 1.0000171661376953, 1.0024398565292358, 0.9977371692657471, 1.0012065172195435, 2.2610812187194824, 0.9947074055671692, 0.9929916858673096]","[0.9930523633956909, 0.9942986369132996, 0.9930341243743896, 0.9947026968002319, 0.9918310046195984, 0.9948868751525879, 0.9979721307754517, 0.991819441318512, 2.2843799591064453, 0.9906525611877441]","[0.9856952428817749, 0.9899723529815674, 0.9863349199295044, 0.9859106540679932, 0.989545464515686, 0.9932525157928467, 0.9950721859931946, 0.9875510334968567, 0.9912607073783875, 2.32883620262146]"
0,0.4,0.003,fixed,fixed,"[2.3317723274230957, 0.9856216907501221, 0.9842376708984375, 0.9857305288314819, 0.9913192391395569, 0.9933348298072815, 0.9928233027458191, 0.9836754202842712, 0.9932217597961426, 0.9925323128700256]","[0.9989976286888123, 2.232254981994629, 0.9975029826164246, 0.9973053336143494, 0.9994257092475891, 1.0066554546356201, 1.003772497177124, 0.9915480017662048, 0.9941772818565369, 0.9990353584289551]","[0.9906103014945984, 0.989773690700531, 2.3274800777435303, 0.9901817440986633, 0.988493800163269, 0.9881002902984619, 0.9953963756561279, 0.9858198761940002, 0.9895613193511963, 0.9876043796539307]","[0.9909772276878357, 0.9959039092063904, 0.9875704050064087, 2.306859254837036, 0.995793879032135, 0.9944643974304199, 0.9944684505462646, 0.9852472543716431, 0.9902899861335754, 0.988758385181427]","[0.9939063191413879, 0.991673469543457, 0.990394115447998, 0.9846634268760681, 2.3328301906585693, 0.9918652176856995, 0.9890923500061035, 0.9858615398406982, 0.9880002737045288, 0.9857817888259888]","[0.993358314037323, 0.9945188164710999, 0.9865079522132874, 0.9902043342590332, 0.9912100434303284, 2.316603899002075, 0.9949063062667847, 0.9804670810699463, 0.995235800743103, 0.9891804456710815]","[0.9933810830116272, 0.9928548336029053, 0.9887234568595886, 0.9909238219261169, 0.9949619174003601, 0.9990066885948181, 2.2930691242218018, 0.9925603270530701, 0.9931724071502686, 0.9894152283668518]","[0.9968445301055908, 0.9943752884864807, 0.9888168573379517, 1.001418948173523, 1.003800630569458, 0.9986811280250549, 1.0021101236343384, 2.249889850616455, 0.9944222569465637, 0.9926980137825012]","[0.9940438270568848, 0.9928221106529236, 0.9921910762786865, 0.9937163591384888, 0.9910514950752258, 0.9937044382095337, 0.9963380694389343, 0.9892287850379944, 2.2964351177215576, 0.9888477325439453]","[0.9859617948532104, 0.9885905981063843, 0.9846817851066589, 0.9843177199363708, 0.9885819554328918, 0.9921911954879761, 0.9938122630119324, 0.9847469329833984, 0.9889163970947266, 2.344011068344116]"
0,0.4,0.001,fixed,fixed,"[2.3533339500427246, 0.9837999939918518, 0.9814969897270203, 0.9827489256858826, 0.9912197589874268, 0.9912512898445129, 0.9909898042678833, 0.9812189340591431, 0.9914329051971436, 0.9903899431228638]","[0.9974814057350159, 2.251990556716919, 0.9947137236595154, 0.9943069815635681, 0.9994269609451294, 1.0052374601364136, 1.0020298957824707, 0.9892261028289795, 0.9919556975364685, 0.9969680309295654]","[0.9898371696472168, 0.9887761473655701, 2.337944269180298, 0.9885623455047607, 0.9893306493759155, 0.9867834448814392, 0.9944980144500732, 0.9841983318328857, 0.9887855052947998, 0.9859858155250549]","[0.9906397461891174, 0.9952524900436401, 0.9857105016708374, 2.3157427310943604, 0.9970179200172424, 0.9936935901641846, 0.9931817054748535, 0.9840545058250427, 0.9893229603767395, 0.9872781038284302]","[0.9927725195884705, 0.9903218746185303, 0.9874610900878906, 0.9814406633377075, 2.357945680618286, 0.989271879196167, 0.986625075340271, 0.9836556315422058, 0.9857491850852966, 0.983014702796936]","[0.9928411841392517, 0.994084894657135, 0.9842217564582825, 0.9882215261459351, 0.990939199924469, 2.3321478366851807, 0.9935216307640076, 0.9779605865478516, 0.9934899210929871, 0.9874238967895508]","[0.992681086063385, 0.9917882680892944, 0.9862440824508667, 0.9879003167152405, 0.99478679895401, 0.9969924092292786, 2.310124397277832, 0.9913785457611084, 0.9915162324905396, 0.9872761368751526]","[0.9957846403121948, 0.9932268857955933, 0.9858137369155884, 0.9998985528945923, 1.0039843320846558, 0.9965929985046387, 1.0012749433517456, 2.265352964401245, 0.9930112361907959, 0.9905250072479248]","[0.993286669254303, 0.9912159442901611, 0.9901865720748901, 0.9913490414619446, 0.9913341403007507, 0.9917206764221191, 0.9944416880607605, 0.9874746799468994, 2.313086986541748, 0.9867276549339294]","[0.9848960041999817, 0.9874182939529419, 0.9822104573249817, 0.9816849827766418, 0.9891730546951294, 0.9906673431396484, 0.9926287531852722, 0.9830756783485413, 0.9872598052024841, 2.3594484329223633]"
1,0.4,10,fixed,fixed,"[2.177508592605591, 1.0041072368621826, 1.00785231590271, 1.0020195245742798, 1.0033519268035889, 1.005981683731079, 1.0026880502700806, 1.0053123235702515, 1.000428318977356, 1.0045112371444702]","[1.0019099712371826, 2.174678087234497, 1.0017032623291016, 1.0022168159484863, 1.0030289888381958, 1.006376028060913, 1.0051285028457642, 1.0107570886611938, 1.0035818815231323, 1.0042673349380493]","[0.9983481764793396, 0.9991403818130493, 2.2381513118743896, 0.9966614246368408, 0.9978799223899841, 0.9997357130050659, 1.001671552658081, 0.9993672370910645, 0.9940215349197388, 0.9956204295158386]","[1.0017396211624146, 1.004117727279663, 1.00266695022583, 2.1712210178375244, 1.0036301612854004, 1.0030429363250732, 1.0092734098434448, 1.0044164657592773, 1.0064698457717896, 1.0065962076187134]","[0.9970512390136719, 0.9992532134056091, 0.9986411333084106, 0.9961605072021484, 2.2359273433685303, 0.9974132180213928, 1.0020372867584229, 1.0015575885772705, 0.9948011636734009, 0.9974969625473022]","[0.997710108757019, 0.9990596771240234, 1.0007450580596924, 1.000067949295044, 1.0021946430206299, 2.2313880920410156, 0.9982757568359375, 0.9984391331672668, 0.9949187636375427, 0.9969351291656494]","[1.0051653385162354, 1.0011801719665527, 0.9992203116416931, 1.000663161277771, 1.0009360313415527, 1.004535436630249, 2.2014453411102295, 1.0013811588287354, 1.0008511543273926, 1.0008525848388672]","[1.0021611452102661, 1.0052051544189453, 1.0042866468429565, 0.9986079335212708, 1.0029616355895996, 1.0010669231414795, 1.0108925104141235, 2.191758871078491, 0.9991447925567627, 0.9996722340583801]","[1.003171682357788, 1.006800651550293, 1.0057953596115112, 1.0009177923202515, 1.0043586492538452, 1.0062205791473389, 1.0040146112442017, 1.00692617893219, 2.169854164123535, 1.0048716068267822]","[0.995600163936615, 1.001262903213501, 0.9962401986122131, 0.9952472448348999, 1.0030584335327148, 0.9980598092079163, 0.9974209666252136, 0.9957268834114075, 0.9943329095840454, 2.2446157932281494]"
1,0.4,3,fixed,fixed,"[2.199737310409546, 1.0023283958435059, 1.0058730840682983, 0.9997797608375549, 1.0002321004867554, 1.003490686416626, 1.0000436305999756, 1.0025067329406738, 0.9996122121810913, 1.002476692199707]","[1.0013458728790283, 2.194004774093628, 0.9997144341468811, 0.9998288750648499, 1.0005900859832764, 1.0038315057754517, 1.0022886991500854, 1.0082699060440063, 1.0031403303146362, 1.0025757551193237]","[0.9980923533439636, 0.9978099465370178, 2.2548890113830566, 0.9948767423629761, 0.9952683448791504, 0.9977713823318481, 0.9988123774528503, 0.9972004890441895, 0.9936468601226807, 0.994246780872345]","[1.0009976625442505, 1.002255916595459, 1.0006539821624756, 2.1882894039154053, 1.0008931159973145, 1.0010569095611572, 1.0065656900405884, 1.0027670860290527, 1.005935549736023, 1.0055166482925415]","[0.9967890381813049, 0.9992313385009766, 0.9972248077392578, 0.9948959350585938, 2.2472705841064453, 0.9954273104667664, 0.9997846484184265, 0.9997740387916565, 0.9947294592857361, 0.9965362548828125]","[0.9975448250770569, 0.998263418674469, 0.9993190765380859, 0.99880051612854, 0.9994496703147888, 2.245021104812622, 0.996558427810669, 0.9969714879989624, 0.993945837020874, 0.9954756498336792]","[1.0049984455108643, 1.000769019126892, 0.9980791807174683, 0.9997622966766357, 0.9990784525871277, 1.0034573078155518, 2.2109663486480713, 0.9999449849128723, 1.0007553100585938, 0.9995410442352295]","[1.0015108585357666, 1.0044920444488525, 1.0025159120559692, 0.9976990222930908, 1.0007015466690063, 0.9993262887001038, 1.0085076093673706, 2.2044732570648193, 0.9991019368171692, 0.9986506104469299]","[1.00224769115448, 1.0054734945297241, 1.0035583972930908, 0.9989264011383057, 1.0012884140014648, 1.0028184652328491, 1.000462293624878, 1.004460334777832, 2.193582773208618, 1.0025757551193237]","[0.9946569204330444, 1.0004385709762573, 0.9940381646156311, 0.9935613870620728, 1.0004918575286865, 0.996046781539917, 0.9952460527420044, 0.9937862157821655, 0.9940658211708069, 2.2613160610198975]"
1,0.4,1,fixed,fixed,"[2.215447187423706, 1.002021074295044, 1.004533052444458, 0.9985246062278748, 0.9980849623680115, 1.0006461143493652, 0.998512864112854, 1.0008772611618042, 0.9987329244613647, 1.0004650354385376]","[0.9996790885925293, 2.2148351669311523, 0.9977408051490784, 0.9978014230728149, 0.9984980225563049, 1.000292420387268, 1.0004338026046753, 1.0063340663909912, 1.002009630203247, 1.0002832412719727]","[0.9967301487922668, 0.997643232345581, 2.271719455718994, 0.9934483170509338, 0.9930018186569214, 0.9946144223213196, 0.9972824454307556, 0.9955812692642212, 0.992581307888031, 0.9922681450843811]","[0.9989715218544006, 1.0011708736419678, 0.9984747171401978, 2.207662343978882, 0.9983216524124146, 0.9979174733161926, 1.0049641132354736, 1.0014837980270386, 1.004530668258667, 1.0036523342132568]","[0.9952909350395203, 0.9989858865737915, 0.9956903457641602, 0.9938566088676453, 2.261414051055908, 0.9926203489303589, 0.9986138343811035, 0.9984068274497986, 0.9938355684280396, 0.9948394298553467]","[0.9998483061790466, 1.0036494731903076, 1.0007256269454956, 1.001360297203064, 0.9999893307685852, 2.2225303649902344, 0.9988325834274292, 0.9992282390594482, 0.9958859086036682, 0.9966737627983093]","[1.0032111406326294, 1.0001081228256226, 0.9964357614517212, 0.9987027049064636, 0.9970499873161316, 1.0006992816925049, 2.2280101776123047, 0.9985408782958984, 0.9994550347328186, 0.9971109628677368]","[0.9994841814041138, 1.0049490928649902, 1.0004870891571045, 0.9968728423118591, 0.9985145926475525, 0.9959042072296143, 1.0071251392364502, 2.2208261489868164, 0.998096227645874, 0.9967522025108337]","[1.000575304031372, 1.0054410696029663, 1.0016909837722778, 0.9976478219032288, 0.9989192485809326, 0.9991216063499451, 0.9985541105270386, 1.0028984546661377, 2.212737560272217, 1.0000330209732056]","[0.9930455684661865, 1.0005465745925903, 0.9924525022506714, 0.9929264783859253, 0.9983711242675781, 0.9941454529762268, 0.9934853911399841, 0.9927855730056763, 0.9932918548583984, 2.274369478225708]"
1,0.4,0.3,fixed,fixed,"[2.2359793186187744, 0.9996494054794312, 1.0034844875335693, 0.9967465996742249, 0.9942025542259216, 0.9990128874778748, 0.997281014919281, 0.9996204376220703, 0.9960456490516663, 0.9984000325202942]","[0.9995496273040771, 2.2288784980773926, 0.997234046459198, 0.9964265823364258, 0.995402991771698, 0.99915611743927, 0.9994418621063232, 1.0052552223205566, 0.9991773962974548, 0.999082624912262]","[0.9958047270774841, 0.9951699376106262, 2.293445587158203, 0.9915723204612732, 0.9890660047531128, 0.9929549694061279, 0.9961828589439392, 0.9941494464874268, 0.9894461035728455, 0.9902458190917969]","[0.9978044629096985, 0.9982765316963196, 0.9970844984054565, 2.2265751361846924, 0.9943278431892395, 0.9964765906333923, 1.0038434267044067, 0.9998847246170044, 1.0026599168777466, 1.0025361776351929]","[0.9972164630889893, 1.0002583265304565, 0.997890055179596, 0.9959415197372437, 2.238725185394287, 0.9943857789039612, 1.0017105340957642, 1.002914309501648, 0.99517822265625, 0.9966273307800293]","[0.9990789294242859, 1.0011966228485107, 0.9997439384460449, 1.0000630617141724, 0.9960805773735046, 2.241105794906616, 0.9980669021606445, 0.997959315776825, 0.9923558235168457, 0.9954224824905396]","[1.0020191669464111, 0.9977408051490784, 0.9953175187110901, 0.997351348400116, 0.993996262550354, 0.9995676279067993, 2.2461845874786377, 0.9976850748062134, 0.9969648122787476, 0.9948105812072754]","[0.9983620643615723, 1.0026068687438965, 0.9992925524711609, 0.9960623979568481, 0.9946801066398621, 0.9946631789207458, 1.00640869140625, 2.2375831604003906, 0.9957106113433838, 0.9957211017608643]","[1.001470923423767, 1.0048401355743408, 1.0024746656417847, 0.9980946183204651, 0.9972010254859924, 0.999126136302948, 1.0009974241256714, 1.003560185432434, 2.2093026638031006, 1.0001778602600098]","[0.9919407367706299, 0.998207688331604, 0.991303026676178, 0.9919090270996094, 0.9950337409973145, 0.9930388927459717, 0.9923625588417053, 0.9916556477546692, 0.9910199642181396, 2.291109323501587]"
1,0.4,0.1,fixed,fixed,"[2.252107620239258, 0.9957295060157776, 1.002915382385254, 0.9962120056152344, 0.9923432469367981, 0.9975312352180481, 0.9954197406768799, 0.998458206653595, 0.9950209856033325, 0.9967854022979736]","[1.0007661581039429, 2.20851993560791, 0.9991896748542786, 1.0014703273773193, 0.9966273307800293, 1.0005298852920532, 1.0008955001831055, 1.0076133012771606, 1.0013601779937744, 1.0002962350845337]","[0.9941042065620422, 0.990349531173706, 2.3154690265655518, 0.9908866286277771, 0.986709475517273, 0.9909942150115967, 0.9939448833465576, 0.9926201105117798, 0.9878574013710022, 0.988286554813385]","[0.9960202574729919, 0.9943771362304688, 0.9958783984184265, 2.2444207668304443, 0.9922407865524292, 0.9948903918266296, 1.0021106004714966, 0.9992649555206299, 1.0013054609298706, 1.0012658834457397]","[0.9955679178237915, 0.997205376625061, 0.9969366788864136, 0.9956236481666565, 2.254056215286255, 0.9924597144126892, 1.000015139579773, 1.0018149614334106, 0.993943452835083, 0.9951329231262207]","[0.9977034330368042, 0.9970539808273315, 0.9989578723907471, 0.999768078327179, 0.9938226938247681, 2.257809638977051, 0.9967696666717529, 0.9973583221435547, 0.9904066324234009, 0.9936096668243408]","[1.0010100603103638, 0.9937926530838013, 0.9943497180938721, 0.9970676898956299, 0.9922561645507812, 0.9987160563468933, 2.2605583667755127, 0.9968048930168152, 0.9955102801322937, 0.9935134053230286]","[0.9961551427841187, 0.9980472326278687, 0.9978141784667969, 0.9961369037628174, 0.9925556182861328, 0.9928088188171387, 1.0044726133346558, 2.2570888996124268, 0.9943352937698364, 0.9939943552017212]","[0.9999281167984009, 1.0010448694229126, 1.0014680624008179, 0.998031735420227, 0.9952054023742676, 0.9965558648109436, 0.9988457560539246, 1.0025526285171509, 2.2275922298431396, 0.9981210827827454]","[0.9900918006896973, 0.9946784973144531, 0.9900445938110352, 0.9917313456535339, 0.9932494759559631, 0.991560161113739, 0.9905014038085938, 0.9908798336982727, 0.9900659322738647, 2.3069064617156982]"
1,0.4,0.03,fixed,fixed,"[2.2712574005126953, 0.9945746064186096, 1.0011663436889648, 0.9942827224731445, 0.9901491403579712, 0.9960155487060547, 0.9933684468269348, 0.9966027140617371, 0.9924073219299316, 0.9952759742736816]","[0.9992789626121521, 2.2330849170684814, 0.9967188835144043, 0.9986756443977356, 0.9943939447402954, 0.9982466101646423, 0.9975986480712891, 1.0053619146347046, 0.9984018206596375, 0.9983856678009033]","[0.9933677911758423, 0.9902116656303406, 2.3314435482025146, 0.9891425371170044, 0.9847540259361267, 0.9897352457046509, 0.991416871547699, 0.991133451461792, 0.985415518283844, 0.9871025085449219]","[0.9947494864463806, 0.9936140775680542, 0.9937778115272522, 2.2609755992889404, 0.9901024103164673, 0.9935530424118042, 0.9995447397232056, 0.9982329607009888, 0.9986453652381897, 1.0006881952285767]","[0.9944889545440674, 0.997911274433136, 0.995144784450531, 0.9940541982650757, 2.2693581581115723, 0.9908410310745239, 0.9971500039100647, 1.0003615617752075, 0.9914591908454895, 0.9940329194068909]","[0.9966747164726257, 0.9966320991516113, 0.9971106052398682, 0.9981511831283569, 0.9913487434387207, 2.275567054748535, 0.9944184422492981, 0.9961806535720825, 0.9869892597198486, 0.9927453398704529]","[1.000109314918518, 0.9948075413703918, 0.9935464262962341, 0.9961350560188293, 0.9907461404800415, 0.9981687068939209, 2.2682900428771973, 0.996239423751831, 0.9936374425888062, 0.9929535984992981]","[0.9946669340133667, 0.9981068968772888, 0.9956470131874084, 0.9948947429656982, 0.9905848503112793, 0.991409182548523, 1.0013779401779175, 2.2737486362457275, 0.9918596148490906, 0.9932393431663513]","[0.9995580315589905, 1.0018939971923828, 1.000226378440857, 0.9971073865890503, 0.9938173890113831, 0.9948984384536743, 0.9964311718940735, 1.001794457435608, 2.2370991706848145, 0.997819185256958]","[0.9884868264198303, 0.9940148591995239, 0.9876223206520081, 0.9898894429206848, 0.991142213344574, 0.9900608658790588, 0.9878274202346802, 0.9894224405288696, 0.987534761428833, 2.3267650604248047]"
