mode,frame_type,posterior_var_mode,noise_rate,beta,metric,mean,std,n,n_opt_fail
population,fixed,paper,0,0.001,L_hat_minus_L_comp,-0.000076,0.000119,5,0
population,fixed,paper,0,0.001,beta_excess_d,0.000000,0.000000,5,0
population,fixed,paper,0,0.001,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0,0.001,d_hat,0.000021,0.000011,5,0
population,fixed,paper,0,0.001,excess_d,0.000021,0.000011,5,0
population,fixed,paper,0,0.001,kl_total,0.000032,0.000007,5,0
population,fixed,paper,0,0.001,noisy_label_acc,1.000000,0.000000,5,0
population,fixed,paper,0,0.001,trained_objective_mc,0.000208,0.000119,5,0
population,fixed,paper,0,0.001,trained_risk,0.000000,0.000000,5,0
population,fixed,paper,0,0.001,trained_risk_mc,0.000208,0.000119,5,0
population,fixed,paper,0,0.003,L_hat_minus_L_comp,0.000029,0.000147,5,0
population,fixed,paper,0,0.003,beta_excess_d,0.000000,0.000000,5,0
population,fixed,paper,0,0.003,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0,0.003,d_hat,0.000056,0.000041,5,0
population,fixed,paper,0,0.003,excess_d,0.000056,0.000041,5,0
population,fixed,paper,0,0.003,kl_total,0.000111,0.000099,5,0
population,fixed,paper,0,0.003,noisy_label_acc,1.000000,0.000000,5,0
population,fixed,paper,0,0.003,trained_objective_mc,0.000313,0.000147,5,0
population,fixed,paper,0,0.003,trained_risk,0.000000,0.000000,5,0
population,fixed,paper,0,0.003,trained_risk_mc,0.000313,0.000148,5,0
population,fixed,paper,0,0.01,L_hat_minus_L_comp,-0.000065,0.000115,5,0
population,fixed,paper,0,0.01,beta_excess_d,0.000000,0.000001,5,0
population,fixed,paper,0,0.01,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0,0.01,d_hat,0.000049,0.000046,5,0
population,fixed,paper,0,0.01,excess_d,0.000049,0.000046,5,0
population,fixed,paper,0,0.01,kl_total,0.000140,0.000126,5,0
population,fixed,paper,0,0.01,noisy_label_acc,1.000000,0.000000,5,0
population,fixed,paper,0,0.01,trained_objective_mc,0.000219,0.000115,5,0
population,fixed,paper,0,0.01,trained_risk,0.000000,0.000000,5,0
population,fixed,paper,0,0.01,trained_risk_mc,0.000218,0.000115,5,0
population,fixed,paper,0,0.03,L_hat_minus_L_comp,-0.000143,0.000073,5,0
population,fixed,paper,0,0.03,beta_excess_d,0.000000,0.000000,5,0
population,fixed,paper,0,0.03,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0,0.03,d_hat,0.000004,0.000003,5,0
population,fixed,paper,0,0.03,excess_d,0.000004,0.000003,5,0
population,fixed,paper,0,0.03,kl_total,0.000062,0.000124,5,0
population,fixed,paper,0,0.03,noisy_label_acc,1.000000,0.000000,5,0
population,fixed,paper,0,0.03,trained_objective_mc,0.000141,0.000073,5,0
population,fixed,paper,0,0.03,trained_risk,0.000000,0.000000,5,0
population,fixed,paper,0,0.03,trained_risk_mc,0.000139,0.000072,5,0
population,fixed,paper,0,0.1,L_hat_minus_L_comp,-0.000070,0.000067,5,0
population,fixed,paper,0,0.1,beta_excess_d,0.000000,0.000001,5,0
population,fixed,paper,0,0.1,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0,0.1,d_hat,0.000004,0.000004,5,0
population,fixed,paper,0,0.1,excess_d,0.000004,0.000004,5,0
population,fixed,paper,0,0.1,kl_total,0.000005,0.000004,5,0
population,fixed,paper,0,0.1,noisy_label_acc,1.000000,0.000000,5,0
population,fixed,paper,0,0.1,trained_objective_mc,0.000214,0.000067,5,0
population,fixed,paper,0,0.1,trained_risk,0.000000,0.000000,5,0
population,fixed,paper,0,0.1,trained_risk_mc,0.000214,0.000067,5,0
population,fixed,paper,0,0.3,L_hat_minus_L_comp,0.000043,0.000113,5,0
population,fixed,paper,0,0.3,beta_excess_d,0.000001,0.000001,5,0
population,fixed,paper,0,0.3,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0,0.3,d_hat,0.000004,0.000003,5,0
population,fixed,paper,0,0.3,excess_d,0.000004,0.000003,5,0
population,fixed,paper,0,0.3,kl_total,0.000006,0.000003,5,0
population,fixed,paper,0,0.3,noisy_label_acc,1.000000,0.000000,5,0
population,fixed,paper,0,0.3,trained_objective_mc,0.000327,0.000113,5,0
population,fixed,paper,0,0.3,trained_risk,0.000000,0.000000,5,0
population,fixed,paper,0,0.3,trained_risk_mc,0.000326,0.000113,5,0
population,fixed,paper,0,1,L_hat_minus_L_comp,-0.000015,0.000212,5,0
population,fixed,paper,0,1,beta_excess_d,0.000005,0.000005,5,0
population,fixed,paper,0,1,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0,1,d_hat,0.000005,0.000005,5,0
population,fixed,paper,0,1,excess_d,0.000005,0.000005,5,0
population,fixed,paper,0,1,kl_total,0.000028,0.000033,5,0
population,fixed,paper,0,1,noisy_label_acc,1.000000,0.000000,5,0
population,fixed,paper,0,1,trained_objective_mc,0.000269,0.000212,5,0
population,fixed,paper,0,1,trained_risk,0.000000,0.000000,5,0
population,fixed,paper,0,1,trained_risk_mc,0.000240,0.000214,5,0
population,fixed,paper,0,3,L_hat_minus_L_comp,-0.000110,0.000098,5,0
population,fixed,paper,0,3,beta_excess_d,0.000011,0.000004,5,0
population,fixed,paper,0,3,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0,3,d_hat,0.000004,0.000001,5,0
population,fixed,paper,0,3,excess_d,0.000004,0.000001,5,0
population,fixed,paper,0,3,kl_total,0.000005,0.000002,5,0
population,fixed,paper,0,3,noisy_label_acc,1.000000,0.000000,5,0
population,fixed,paper,0,3,trained_objective_mc,0.000174,0.000098,5,0
population,fixed,paper,0,3,trained_risk,0.000000,0.000000,5,0
population,fixed,paper,0,3,trained_risk_mc,0.000161,0.000094,5,0
population,fixed,paper,0,10,L_hat_minus_L_comp,0.000107,0.000120,5,0
population,fixed,paper,0,10,beta_excess_d,0.000051,0.000037,5,0
population,fixed,paper,0,10,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0,10,d_hat,0.000005,0.000004,5,0
population,fixed,paper,0,10,excess_d,0.000005,0.000004,5,0
population,fixed,paper,0,10,kl_total,0.000005,0.000004,5,0
population,fixed,paper,0,10,noisy_label_acc,1.000000,0.000000,5,0
population,fixed,paper,0,10,trained_objective_mc,0.000391,0.000120,5,0
population,fixed,paper,0,10,trained_risk,0.000000,0.000000,5,0
population,fixed,paper,0,10,trained_risk_mc,0.000339,0.000112,5,0
population,fixed,paper,0.1,0.001,L_hat_minus_L_comp,-0.087307,0.006517,5,0
population,fixed,paper,0.1,0.001,beta_excess_d,0.000014,0.000000,5,0
population,fixed,paper,0.1,0.001,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.1,0.001,d_hat,3.414167,0.000200,5,0
population,fixed,paper,0.1,0.001,excess_d,0.014167,0.000200,5,0
population,fixed,paper,0.1,0.001,kl_total,3.414620,0.000284,5,0
population,fixed,paper,0.1,0.001,noisy_label_acc,0.900000,0.000000,5,0
population,fixed,paper,0.1,0.001,trained_objective_mc,3.103310,0.006517,5,0
population,fixed,paper,0.1,0.001,trained_risk,3.096068,0.000780,5,0
population,fixed,paper,0.1,0.001,trained_risk_mc,3.099896,0.006517,5,0
population,fixed,paper,0.1,0.003,L_hat_minus_L_comp,-0.076935,0.003790,5,0
population,fixed,paper,0.1,0.003,beta_excess_d,0.000036,0.000001,5,0
population,fixed,paper,0.1,0.003,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.1,0.003,d_hat,3.411961,0.000173,5,0
population,fixed,paper,0.1,0.003,excess_d,0.011961,0.000173,5,0
population,fixed,paper,0.1,0.003,kl_total,3.412363,0.000220,5,0
population,fixed,paper,0.1,0.003,noisy_label_acc,0.900000,0.000000,5,0
population,fixed,paper,0.1,0.003,trained_objective_mc,3.120483,0.003790,5,0
population,fixed,paper,0.1,0.003,trained_risk,3.104306,0.000714,5,0
population,fixed,paper,0.1,0.003,trained_risk_mc,3.110246,0.003789,5,0
population,fixed,paper,0.1,0.01,L_hat_minus_L_comp,-0.072737,0.002716,5,0
population,fixed,paper,0.1,0.01,beta_excess_d,0.000099,0.000001,5,0
population,fixed,paper,0.1,0.01,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.1,0.01,d_hat,3.409945,0.000135,5,0
population,fixed,paper,0.1,0.01,excess_d,0.009945,0.000135,5,0
population,fixed,paper,0.1,0.01,kl_total,3.410333,0.000155,5,0
population,fixed,paper,0.1,0.01,noisy_label_acc,0.900000,0.000000,5,0
population,fixed,paper,0.1,0.01,trained_objective_mc,3.148480,0.002716,5,0
population,fixed,paper,0.1,0.01,trained_risk,3.112538,0.000643,5,0
population,fixed,paper,0.1,0.01,trained_risk_mc,3.114377,0.002718,5,0
population,fixed,paper,0.1,0.03,L_hat_minus_L_comp,-0.061019,0.004496,5,0
population,fixed,paper,0.1,0.03,beta_excess_d,0.000245,0.000004,5,0
population,fixed,paper,0.1,0.03,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.1,0.03,d_hat,3.408173,0.000146,5,0
population,fixed,paper,0.1,0.03,excess_d,0.008173,0.000146,5,0
population,fixed,paper,0.1,0.03,kl_total,3.408507,0.000163,5,0
population,fixed,paper,0.1,0.03,noisy_label_acc,0.900000,0.000000,5,0
population,fixed,paper,0.1,0.03,trained_objective_mc,3.228199,0.004496,5,0
population,fixed,paper,0.1,0.03,trained_risk,3.120428,0.000792,5,0
population,fixed,paper,0.1,0.03,trained_risk_mc,3.125943,0.004497,5,0
population,fixed,paper,0.1,0.1,L_hat_minus_L_comp,-0.053190,0.004854,5,0
population,fixed,paper,0.1,0.1,beta_excess_d,0.000652,0.000012,5,0
population,fixed,paper,0.1,0.1,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.1,0.1,d_hat,3.406522,0.000123,5,0
population,fixed,paper,0.1,0.1,excess_d,0.006522,0.000123,5,0
population,fixed,paper,0.1,0.1,kl_total,3.406812,0.000113,5,0
population,fixed,paper,0.1,0.1,noisy_label_acc,0.900000,0.000000,5,0
population,fixed,paper,0.1,0.1,trained_objective_mc,3.474027,0.004854,5,0
population,fixed,paper,0.1,0.1,trained_risk,3.128702,0.000715,5,0
population,fixed,paper,0.1,0.1,trained_risk_mc,3.133346,0.004857,5,0
population,fixed,paper,0.1,0.3,L_hat_minus_L_comp,-0.046625,0.004749,5,0
population,fixed,paper,0.1,0.3,beta_excess_d,0.001522,0.000029,5,0
population,fixed,paper,0.1,0.3,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.1,0.3,d_hat,3.405073,0.000096,5,0
population,fixed,paper,0.1,0.3,excess_d,0.005073,0.000096,5,0
population,fixed,paper,0.1,0.3,kl_total,3.405326,0.000097,5,0
population,fixed,paper,0.1,0.3,noisy_label_acc,0.900000,0.000000,5,0
population,fixed,paper,0.1,0.3,trained_objective_mc,4.160593,0.004748,5,0
population,fixed,paper,0.1,0.3,trained_risk,3.136990,0.000648,5,0
population,fixed,paper,0.1,0.3,trained_risk_mc,3.138995,0.004759,5,0
population,fixed,paper,0.1,1,L_hat_minus_L_comp,-0.035178,0.005321,5,0
population,fixed,paper,0.1,1,beta_excess_d,0.003812,0.000075,5,0
population,fixed,paper,0.1,1,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.1,1,d_hat,3.403812,0.000075,5,0
population,fixed,paper,0.1,1,excess_d,0.003812,0.000075,5,0
population,fixed,paper,0.1,1,kl_total,3.404046,0.000073,5,0
population,fixed,paper,0.1,1,noisy_label_acc,0.900000,0.000000,5,0
population,fixed,paper,0.1,1,trained_objective_mc,6.552039,0.005320,5,0
population,fixed,paper,0.1,1,trained_risk,3.145288,0.000595,5,0
population,fixed,paper,0.1,1,trained_risk_mc,3.147993,0.005341,5,0
population,fixed,paper,0.1,3,L_hat_minus_L_comp,-0.023456,0.003225,5,0
population,fixed,paper,0.1,3,beta_excess_d,0.008222,0.000179,5,0
population,fixed,paper,0.1,3,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.1,3,d_hat,3.402740,0.000060,5,0
population,fixed,paper,0.1,3,excess_d,0.002740,0.000060,5,0
population,fixed,paper,0.1,3,kl_total,3.402925,0.000058,5,0
population,fixed,paper,0.1,3,noisy_label_acc,0.900000,0.000000,5,0
population,fixed,paper,0.1,3,trained_objective_mc,13.363762,0.003225,5,0
population,fixed,paper,0.1,3,trained_risk,3.153598,0.000559,5,0
population,fixed,paper,0.1,3,trained_risk_mc,3.154985,0.003291,5,0
population,fixed,paper,0.1,10,L_hat_minus_L_comp,-0.004652,0.004357,5,0
population,fixed,paper,0.1,10,beta_excess_d,0.018476,0.000392,5,0
population,fixed,paper,0.1,10,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.1,10,d_hat,3.401848,0.000039,5,0
population,fixed,paper,0.1,10,excess_d,0.001848,0.000039,5,0
population,fixed,paper,0.1,10,kl_total,3.402040,0.000060,5,0
population,fixed,paper,0.1,10,noisy_label_acc,0.900000,0.000000,5,0
population,fixed,paper,0.1,10,trained_objective_mc,37.182566,0.004357,5,0
population,fixed,paper,0.1,10,trained_risk,3.161915,0.000545,5,0
population,fixed,paper,0.1,10,trained_risk_mc,3.162162,0.004410,5,0
population,fixed,paper,0.2,0.001,L_hat_minus_L_comp,-0.242509,0.005333,5,0
population,fixed,paper,0.2,0.001,beta_excess_d,0.000023,0.000001,5,0
population,fixed,paper,0.2,0.001,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.2,0.001,d_hat,6.422522,0.000610,5,0
population,fixed,paper,0.2,0.001,excess_d,0.022522,0.000610,5,0
population,fixed,paper,0.2,0.001,kl_total,6.423120,0.000446,5,0
population,fixed,paper,0.2,0.001,noisy_label_acc,0.800000,0.000000,5,0
population,fixed,paper,0.2,0.001,trained_objective_mc,5.361546,0.005334,5,0
population,fixed,paper,0.2,0.001,trained_risk,5.337014,0.004206,5,0
population,fixed,paper,0.2,0.001,trained_risk_mc,5.355123,0.005334,5,0
population,fixed,paper,0.2,0.003,L_hat_minus_L_comp,-0.231552,0.007935,5,0
population,fixed,paper,0.2,0.003,beta_excess_d,0.000060,0.000002,5,0
population,fixed,paper,0.2,0.003,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.2,0.003,d_hat,6.419909,0.000597,5,0
population,fixed,paper,0.2,0.003,excess_d,0.019909,0.000597,5,0
population,fixed,paper,0.2,0.003,kl_total,6.420491,0.000451,5,0
population,fixed,paper,0.2,0.003,noisy_label_acc,0.800000,0.000000,5,0
population,fixed,paper,0.2,0.003,trained_objective_mc,5.385303,0.007935,5,0
population,fixed,paper,0.2,0.003,trained_risk,5.352142,0.004409,5,0
population,fixed,paper,0.2,0.003,trained_risk_mc,5.366041,0.007935,5,0
population,fixed,paper,0.2,0.01,L_hat_minus_L_comp,-0.215221,0.006998,5,0
population,fixed,paper,0.2,0.01,beta_excess_d,0.000175,0.000006,5,0
population,fixed,paper,0.2,0.01,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.2,0.01,d_hat,6.417482,0.000578,5,0
population,fixed,paper,0.2,0.01,excess_d,0.017482,0.000578,5,0
population,fixed,paper,0.2,0.01,kl_total,6.418008,0.000439,5,0
population,fixed,paper,0.2,0.01,noisy_label_acc,0.800000,0.000000,5,0
population,fixed,paper,0.2,0.01,trained_objective_mc,5.446435,0.006998,5,0
population,fixed,paper,0.2,0.01,trained_risk,5.367400,0.004542,5,0
population,fixed,paper,0.2,0.01,trained_risk_mc,5.382255,0.007002,5,0
population,fixed,paper,0.2,0.03,L_hat_minus_L_comp,-0.193792,0.009544,5,0
population,fixed,paper,0.2,0.03,beta_excess_d,0.000459,0.000018,5,0
population,fixed,paper,0.2,0.03,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.2,0.03,d_hat,6.415299,0.000585,5,0
population,fixed,paper,0.2,0.03,excess_d,0.015299,0.000585,5,0
population,fixed,paper,0.2,0.03,kl_total,6.415810,0.000502,5,0
population,fixed,paper,0.2,0.03,noisy_label_acc,0.800000,0.000000,5,0
population,fixed,paper,0.2,0.03,trained_objective_mc,5.595864,0.009544,5,0
population,fixed,paper,0.2,0.03,trained_risk,5.382063,0.004854,5,0
population,fixed,paper,0.2,0.03,trained_risk_mc,5.403389,0.009554,5,0
population,fixed,paper,0.2,0.1,L_hat_minus_L_comp,-0.180872,0.008857,5,0
population,fixed,paper,0.2,0.1,beta_excess_d,0.001322,0.000053,5,0
population,fixed,paper,0.2,0.1,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.2,0.1,d_hat,6.413225,0.000524,5,0
population,fixed,paper,0.2,0.1,excess_d,0.013225,0.000524,5,0
population,fixed,paper,0.2,0.1,kl_total,6.413716,0.000476,5,0
population,fixed,paper,0.2,0.1,noisy_label_acc,0.800000,0.000000,5,0
population,fixed,paper,0.2,0.1,trained_objective_mc,6.056784,0.008858,5,0
population,fixed,paper,0.2,0.1,trained_risk,5.397370,0.004987,5,0
population,fixed,paper,0.2,0.1,trained_risk_mc,5.415412,0.008867,5,0
population,fixed,paper,0.2,0.3,L_hat_minus_L_comp,-0.160196,0.011988,5,0
population,fixed,paper,0.2,0.3,beta_excess_d,0.003400,0.000138,5,0
population,fixed,paper,0.2,0.3,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.2,0.3,d_hat,6.411334,0.000461,5,0
population,fixed,paper,0.2,0.3,excess_d,0.011334,0.000461,5,0
population,fixed,paper,0.2,0.3,kl_total,6.411801,0.000426,5,0
population,fixed,paper,0.2,0.3,noisy_label_acc,0.800000,0.000000,5,0
population,fixed,paper,0.2,0.3,trained_objective_mc,7.357459,0.011988,5,0
population,fixed,paper,0.2,0.3,trained_risk,5.412379,0.004738,5,0
population,fixed,paper,0.2,0.3,trained_risk_mc,5.433919,0.011995,5,0
population,fixed,paper,0.2,1,L_hat_minus_L_comp,-0.149828,0.010937,5,0
population,fixed,paper,0.2,1,beta_excess_d,0.009606,0.000367,5,0
population,fixed,paper,0.2,1,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.2,1,d_hat,6.409606,0.000367,5,0
population,fixed,paper,0.2,1,excess_d,0.009606,0.000367,5,0
population,fixed,paper,0.2,1,kl_total,6.410059,0.000331,5,0
population,fixed,paper,0.2,1,noisy_label_acc,0.800000,0.000000,5,0
population,fixed,paper,0.2,1,trained_objective_mc,11.847827,0.010938,5,0
population,fixed,paper,0.2,1,trained_risk,5.427090,0.004225,5,0
population,fixed,paper,0.2,1,trained_risk_mc,5.437769,0.011138,5,0
population,fixed,paper,0.2,3,L_hat_minus_L_comp,-0.108251,0.009057,5,0
population,fixed,paper,0.2,3,beta_excess_d,0.024212,0.000848,5,0
population,fixed,paper,0.2,3,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.2,3,d_hat,6.408071,0.000283,5,0
population,fixed,paper,0.2,3,excess_d,0.008071,0.000283,5,0
population,fixed,paper,0.2,3,kl_total,6.408507,0.000265,5,0
population,fixed,paper,0.2,3,noisy_label_acc,0.800000,0.000000,5,0
population,fixed,paper,0.2,3,trained_objective_mc,24.689405,0.009057,5,0
population,fixed,paper,0.2,3,trained_risk,5.441858,0.004007,5,0
population,fixed,paper,0.2,3,trained_risk_mc,5.463884,0.009221,5,0
population,fixed,paper,0.2,10,L_hat_minus_L_comp,-0.053383,0.008580,5,0
population,fixed,paper,0.2,10,beta_excess_d,0.066937,0.002076,5,0
population,fixed,paper,0.2,10,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.2,10,d_hat,6.406694,0.000208,5,0
population,fixed,paper,0.2,10,excess_d,0.006694,0.000208,5,0
population,fixed,paper,0.2,10,kl_total,6.407125,0.000169,5,0
population,fixed,paper,0.2,10,noisy_label_acc,0.800000,0.000000,5,0
population,fixed,paper,0.2,10,trained_objective_mc,69.544272,0.008580,5,0
population,fixed,paper,0.2,10,trained_risk,5.457244,0.004136,5,0
population,fixed,paper,0.2,10,trained_risk_mc,5.473022,0.010054,5,0
population,fixed,paper,0.4,0.001,L_hat_minus_L_comp,-0.531645,0.015846,5,0
population,fixed,paper,0.4,0.001,beta_excess_d,0.000032,0.000002,5,0
population,fixed,paper,0.4,0.001,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.4,0.001,d_hat,11.232374,0.001796,5,0
population,fixed,paper,0.4,0.001,excess_d,0.032374,0.001796,5,0
population,fixed,paper,0.4,0.001,kl_total,11.235864,0.002004,5,0
population,fixed,paper,0.4,0.001,noisy_label_acc,0.600000,0.000000,5,0
population,fixed,paper,0.4,0.001,trained_objective_mc,7.670815,0.015847,5,0
population,fixed,paper,0.4,0.001,trained_risk,7.369347,0.018965,5,0
population,fixed,paper,0.4,0.001,trained_risk_mc,7.659579,0.015847,5,0
population,fixed,paper,0.4,0.003,L_hat_minus_L_comp,-0.518098,0.022422,5,0
population,fixed,paper,0.4,0.003,beta_excess_d,0.000090,0.000004,5,0
population,fixed,paper,0.4,0.003,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.4,0.003,d_hat,11.230023,0.001454,5,0
population,fixed,paper,0.4,0.003,excess_d,0.030023,0.001454,5,0
population,fixed,paper,0.4,0.003,kl_total,11.233426,0.001609,5,0
population,fixed,paper,0.4,0.003,noisy_label_acc,0.600000,0.000000,5,0
population,fixed,paper,0.4,0.003,trained_objective_mc,7.706762,0.022422,5,0
population,fixed,paper,0.4,0.003,trained_risk,7.391636,0.015601,5,0
population,fixed,paper,0.4,0.003,trained_risk_mc,7.673061,0.022424,5,0
population,fixed,paper,0.4,0.01,L_hat_minus_L_comp,-0.479656,0.015577,5,0
population,fixed,paper,0.4,0.01,beta_excess_d,0.000278,0.000015,5,0
population,fixed,paper,0.4,0.01,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.4,0.01,d_hat,11.227777,0.001465,5,0
population,fixed,paper,0.4,0.01,excess_d,0.027777,0.001465,5,0
population,fixed,paper,0.4,0.01,kl_total,11.231007,0.001529,5,0
population,fixed,paper,0.4,0.01,noisy_label_acc,0.600000,0.000000,5,0
population,fixed,paper,0.4,0.01,trained_objective_mc,7.823603,0.015576,5,0
population,fixed,paper,0.4,0.01,trained_risk,7.414106,0.016588,5,0
population,fixed,paper,0.4,0.01,trained_risk_mc,7.711293,0.015579,5,0
population,fixed,paper,0.4,0.03,L_hat_minus_L_comp,-0.464819,0.015274,5,0
population,fixed,paper,0.4,0.03,beta_excess_d,0.000776,0.000038,5,0
population,fixed,paper,0.4,0.03,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.4,0.03,d_hat,11.225872,0.001278,5,0
population,fixed,paper,0.4,0.03,excess_d,0.025872,0.001278,5,0
population,fixed,paper,0.4,0.03,kl_total,11.228931,0.001415,5,0
population,fixed,paper,0.4,0.03,noisy_label_acc,0.600000,0.000000,5,0
population,fixed,paper,0.4,0.03,trained_objective_mc,8.062440,0.015274,5,0
population,fixed,paper,0.4,0.03,trained_risk,7.433937,0.014945,5,0
population,fixed,paper,0.4,0.03,trained_risk_mc,7.725573,0.015299,5,0
population,fixed,paper,0.4,0.1,L_hat_minus_L_comp,-0.449137,0.019767,5,0
population,fixed,paper,0.4,0.1,beta_excess_d,0.002395,0.000102,5,0
population,fixed,paper,0.4,0.1,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.4,0.1,d_hat,11.223945,0.001021,5,0
population,fixed,paper,0.4,0.1,excess_d,0.023945,0.001021,5,0
population,fixed,paper,0.4,0.1,kl_total,11.226835,0.001135,5,0
population,fixed,paper,0.4,0.1,noisy_label_acc,0.600000,0.000000,5,0
population,fixed,paper,0.4,0.1,trained_objective_mc,8.862123,0.019767,5,0
population,fixed,paper,0.4,0.1,trained_risk,7.455572,0.012794,5,0
population,fixed,paper,0.4,0.1,trained_risk_mc,7.739439,0.019841,5,0
population,fixed,paper,0.4,0.3,L_hat_minus_L_comp,-0.431904,0.024168,5,0
population,fixed,paper,0.4,0.3,beta_excess_d,0.006666,0.000213,5,0
population,fixed,paper,0.4,0.3,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.4,0.3,d_hat,11.222220,0.000711,5,0
population,fixed,paper,0.4,0.3,excess_d,0.022220,0.000711,5,0
population,fixed,paper,0.4,0.3,kl_total,11.224934,0.000852,5,0
population,fixed,paper,0.4,0.3,noisy_label_acc,0.600000,0.000000,5,0
population,fixed,paper,0.4,0.3,trained_objective_mc,11.119356,0.024169,5,0
population,fixed,paper,0.4,0.3,trained_risk,7.475207,0.010406,5,0
population,fixed,paper,0.4,0.3,trained_risk_mc,7.751875,0.024219,5,0
population,fixed,paper,0.4,1,L_hat_minus_L_comp,-0.397382,0.016079,5,0
population,fixed,paper,0.4,1,beta_excess_d,0.020569,0.000564,5,0
population,fixed,paper,0.4,1,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.4,1,d_hat,11.220569,0.000564,5,0
population,fixed,paper,0.4,1,excess_d,0.020569,0.000564,5,0
population,fixed,paper,0.4,1,kl_total,11.223141,0.000750,5,0
population,fixed,paper,0.4,1,noisy_label_acc,0.600000,0.000000,5,0
population,fixed,paper,0.4,1,trained_objective_mc,18.993877,0.016080,5,0
population,fixed,paper,0.4,1,trained_risk,7.494823,0.008853,5,0
population,fixed,paper,0.4,1,trained_risk_mc,7.770736,0.016217,5,0
population,fixed,paper,0.4,3,L_hat_minus_L_comp,-0.322936,0.013298,5,0
population,fixed,paper,0.4,3,beta_excess_d,0.056567,0.001277,5,0
population,fixed,paper,0.4,3,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.4,3,d_hat,11.218856,0.000426,5,0
population,fixed,paper,0.4,3,excess_d,0.018856,0.000426,5,0
population,fixed,paper,0.4,3,kl_total,11.221416,0.000559,5,0
population,fixed,paper,0.4,3,noisy_label_acc,0.600000,0.000000,5,0
population,fixed,paper,0.4,3,trained_objective_mc,41.468323,0.013299,5,0
population,fixed,paper,0.4,3,trained_risk,7.516740,0.007500,5,0
population,fixed,paper,0.4,3,trained_risk_mc,7.804073,0.012739,5,0
population,fixed,paper,0.4,10,L_hat_minus_L_comp,-0.191251,0.018015,5,0
population,fixed,paper,0.4,10,beta_excess_d,0.172400,0.002920,5,0
population,fixed,paper,0.4,10,clean_class_acc,1.000000,0.000000,5,0
population,fixed,paper,0.4,10,d_hat,11.217240,0.000292,5,0
population,fixed,paper,0.4,10,excess_d,0.017240,0.000292,5,0
population,fixed,paper,0.4,10,kl_total,11.219872,0.000479,5,0
population,fixed,paper,0.4,10,noisy_label_acc,0.600000,0.000000,5,0
population,fixed,paper,0.4,10,trained_objective_mc,120.000008,0.018015,5,0
population,fixed,paper,0.4,10,trained_risk,7.539411,0.005603,5,0
population,fixed,paper,0.4,10,trained_risk_mc,7.801289,0.020446,5,0
population,trainable,paper,0,0.001,L_hat_minus_L_comp,0.000153,0.000185,5,0
population,trainable,paper,0,0.001,beta_excess_d,0.000000,0.000001,5,0
population,trainable,paper,0,0.001,clean_class_acc,1.000000,0.000000,5,0
population,trainable,paper,0,0.001,d_hat,0.000543,0.000797,5,0
population,trainable,paper,0,0.001,excess_d,0.000543,0.000797,5,0
population,trainable,paper,0,0.001,kl_total,0.000614,0.000847,5,0
population,trainable,paper,0,0.001,noisy_label_acc,1.000000,0.000000,5,0
population,trainable,paper,0,0.001,trained_objective_mc,0.000437,0.000185,5,0
population,trainable,paper,0,0.001,trained_risk,0.000000,0.000000,5,0
population,trainable,paper,0,0.001,trained_risk_mc,0.000436,0.000185,5,0
population,trainable,paper,0,0.003,L_hat_minus_L_comp,-0.000072,0.000269,5,0
